gender,yearsExperience,yearsSchool,wage
male,12,10,4.6273613153
male,8,12,6.3694267516
male,9,11,4.6768518106
male,7,14,10.105340519
male,9,14,4.7770700637
male,7,13,9.7991180794
male,9,13,7.6555609995
male,8,14,3.9996400324
male,11,12,9.1866731994
male,6,12,13.480268257
male,8,12,9.6379483741
male,11,12,13.159972627
male,6,13,10.973544216
male,13,9,4.0385858026
male,10,12,8.8071085948
male,8,14,9.8036885636
male,10,13,17.31868301
male,9,13,9.1866731994
male,12,11,4.2392191358
male,10,10,3.9808917197
male,9,10,1.0944032219
male,8,14,9.2310532632
male,11,12,4.8737038469
male,8,14,10.17074132
male,9,12,4.649216607
male,7,14,8.7652661719
male,5,14,2.6613203697
male,10,13,7.3528735949
male,11,11,8.8804507594
male,8,12,7.3493385595
male,8,12,6.3030785563
male,10,12,4.1093075817
male,10,12,4.5933365997
male,11,12,6.1244487996
male,11,12,10.207414666
male,9,14,11.024007839
male,8,14,6.1281699837
male,11,12,9.7991180794
male,9,12,2.2037420765
male,11,12,5.9620219204
male,8,12,5.8182263596
male,6,14,2.7793862189
male,13,8,3.3777263077
male,10,13,7.9795950356
male,9,12,2.1435570799
male,7,12,2.9675738274
male,13,9,2.7751399344
male,10,13,7.1962273395
male,4,16,12.738853503
male,10,12,7.7168054875
male,8,14,13.800424628
male,11,12,9.749122579
male,9,14,10.105340519
male,11,12,10.748407643
male,10,13,9.4472371803
male,5,15,22.11606511
male,14,8,6.6878980892
male,5,14,7.7604509847
male,10,13,10.317978539
male,6,12,2.6539278132
male,10,12,9.0641842234
male,8,14,5.4622227922
male,10,13,12.827317764
male,11,12,7.6555609995
male,7,15,9.969781732
male,8,14,20.414829332
male,11,12,7.0431161195
male,9,13,13.780009799
male,4,12,4.2019792599
male,11,12,8.5742283195
male,9,12,10.717785399
male,7,12,5.9710801547
male,7,13,10.991488642
male,11,11,6.6348195329
male,9,13,15.311121999
male,8,12,7.2243025538
male,10,10,4.0289830291
male,7,12,2.3161551824
male,10,12,11.636452719
male,5,13,4.1721135927
male,16,7,4.5933365997
male,11,12,7.6555609995
male,11,12,4.1646251837
male,11,12,3.7111463594
male,12,10,7.4412052915
male,7,14,5.4532763284
male,10,12,6.7759859059
male,8,12,9.6926059263
male,12,10,7.3493385595
male,8,13,6.2856185049
male,9,13,10.384934921
male,9,13,7.0171650653
male,9,12,2.6807351648
male,7,14,13.846579895
male,11,12,7.0431161195
male,5,12,3.8346814635
male,11,9,0.1846210653
male,10,12,7.0219867712
male,9,14,6.6589461494
male,11,12,5.8182263596
male,5,13,9.7991180794
male,9,11,3.595644134
male,11,12,3.7665360118
male,11,12,6.4306712396
male,11,10,4.2150618209
male,6,13,7.4641719745
male,14,7,3.5361147823
male,8,12,7.3616490094
male,8,14,7.0410329737
male,9,14,6.7341956845
male,9,12,1.0424593701
male,11,12,3.0707474896
male,9,12,3.8837967998
male,8,13,2.2768281507
male,9,14,6.1856932876
male,6,15,16.798488136
male,8,14,8.9350675874
male,9,13,3.4491480604
male,9,13,8.5742283195
male,8,13,6.4467882101
male,7,14,7.5026651258
male,8,13,4.2914577404
male,10,11,3.6746692798
male,6,15,7.0147871714
male,9,13,4.8995590397
male,8,12,7.1812164356
male,8,10,7.9047778301
male,12,10,6.6753817484
male,6,13,4.342790967
male,4,14,12.248897599
male,9,12,4.5495905369
male,3,15,4.4089975042
male,9,14,7.8937340084
male,6,13,14.698677119
male,10,12,4.5495905369
male,11,12,7.5163689813
male,10,12,8.0842724155
male,9,14,22.123968204
male,6,13,7.9940173805
male,5,13,18.462291147
male,10,12,7.0431161195
male,7,13,12.243291696
male,8,14,7.6555609995
male,10,12,3.8277804998
male,9,10,7.5998841922
male,9,13,9.2162123415
male,9,13,11.636452719
male,12,9,5.1995320421
male,11,12,2.9941749687
male,9,12,7.2132396973
male,8,10,0.8165931733
male,8,14,7.4854374217
male,7,14,7.7748871146
male,6,15,6.7254816632
male,5,13,7.6203074003
male,5,14,8.0152182277
male,2,14,2.4674038329
male,8,15,12.397910952
male,9,14,14.297568853
male,11,11,2.6028907398
male,11,9,3.6746692798
male,12,10,1.6326281831
male,9,12,7.0431161195
male,5,14,3.5985461873
male,9,14,10.887908977
male,8,14,8.4211170995
male,9,12,7.237984945
male,9,14,4.9248144987
male,9,13,8.800847268
male,9,12,6.0792793291
male,7,14,4.376821276
male,13,8,2.895193978
male,13,9,3.2663726931
male,10,12,4.9495545401
male,9,12,10.717785399
male,9,10,2.0445073524
male,10,12,7.259273136
male,4,14,6.1244487996
male,4,15,4.2462845011
male,9,12,6.5919034945
male,8,12,9.9522292994
male,10,12,8.2680058795
male,7,13,7.621536284
male,10,12,3.3188502396
male,9,14,6.5327453862
male,11,12,9.0474811812
male,11,12,3.6941119744
male,9,12,8.4628747049
male,9,12,8.9825249061
male,7,12,8.3369460099
male,9,12,2.2966682999
male,6,13,15.923566879
male,9,12,5.3674944536
male,8,13,6.1175285185
male,10,12,4.281637471
male,8,13,11.024007839
male,7,13,7.6555609995
male,9,12,5.6533373535
male,10,12,11.903909922
male,7,13,5.3343949045
male,10,12,5.4630560832
male,10,12,6.4306712396
male,7,13,8.2333703073
male,9,12,3.3121019108
male,9,13,6.6905743189
male,5,12,4.0829658664
male,8,12,4.7782646299
male,5,12,13.525809704
male,7,12,4.5150366847
male,9,12,5.1518684968
male,11,10,6.9028270214
male,9,12,11.082335923
male,8,12,8.2325924
male,9,13,8.6329420435
male,10,12,5.824426814
male,8,12,4.6584903103
male,9,13,4.6809435445
male,8,12,3.9808917197
male,9,12,13.859400802
male,9,12,6.7254816632
male,8,12,6.6450269476
male,7,13,9.9105112511
male,9,13,9.7991180794
male,10,10,3.5840825773
male,10,12,5.0526702597
male,9,13,3.3116603561
male,5,12,3.9512572901
male,8,12,16.854050941
male,4,12,4.4293649177
male,7,13,10.110201193
male,5,12,6.6668718012
male,8,12,3.5102051236
male,11,9,7.9617834395
male,10,12,6.7368936796
male,10,8,3.3684468398
male,10,12,2.526731791
male,9,12,5.6617126681
male,10,12,6.4306712396
male,9,13,9.7991180794
male,10,12,3.9057805552
male,9,12,5.4140127389
male,9,12,7.1912882679
male,9,13,3.7309200747
male,7,14,4.753303546
male,6,13,7.9895248452
male,7,12,4.8410409621
male,8,12,7.891325179
male,10,12,12.065433935
male,8,13,8.3960625362
male,10,12,4.8995590397
male,9,13,10.411562959
male,8,10,5.3078556263
male,10,12,2.9091131798
male,9,12,6.8900048996
male,13,8,7.1063852187
male,5,13,2.1435570799
male,8,12,8.2566643076
male,7,12,5.9470638496
male,8,10,4.6044048807
male,9,13,13.167564919
male,9,12,4.8995590397
male,11,10,5.1995320421
male,10,12,5.8182263596
male,9,13,5.1122724748
male,9,12,6.2556869882
male,9,7,10.947452229
male,10,12,7.0041806203
male,8,12,7.8473430204
male,10,8,6.9695855033
male,9,12,6.6400396899
male,9,12,12.248897599
male,7,14,4.4657439164
male,6,13,4.8770495801
male,10,12,7.6555609995
male,6,13,7.8392944635
male,7,13,12.950775281
male,5,14,6.4143270409
male,10,12,4.7264965506
male,10,12,6.324781237
male,10,12,9.9700329296
male,6,12,1.2550594584
male,10,12,11.758941695
male,9,13,7.6555609995
male,8,12,9.1866731994
male,5,12,9.5066070919
male,9,12,4.2091449865
male,9,12,7.6402498775
male,7,12,4.1704579921
male,10,12,8.4211170995
male,11,10,21.873031427
male,9,12,6.3796341663
male,7,13,6.2752972922
male,9,12,3.7273753796
male,7,11,2.4454049136
male,7,12,6.3694267516
male,4,14,8.5742283195
male,8,12,9.5925101681
male,9,12,10.411562959
male,13,9,4.4134610562
male,10,12,9.7991180794
male,10,11,4.0059287746
male,7,12,3.7467216186
male,9,12,3.3544069014
male,9,12,5.5363394778
male,16,6,4.5036350769
male,10,12,6.050955414
male,12,8,1.8699983668
male,9,12,15.923566879
male,9,12,4.303666724
male,8,13,6.4773831372
male,7,11,6.9611221329
male,4,13,5.5479093984
male,10,12,12.926880861
male,6,12,9.5137068732
male,10,12,5.5120039196
male,7,12,5.4830072467
male,8,12,5.869263433
male,9,12,4.1618413434
male,11,11,4.6545810877
male,6,12,7.9617834395
male,6,13,18.702175865
male,6,12,4.2314373525
male,8,13,12.744686312
male,5,12,6.8025477707
male,10,11,10.432681748
male,10,12,6.4207930964
male,7,11,0.4246284501
male,10,12,3.1100716561
male,6,12,6.7368936796
male,10,12,4.4096031357
male,7,13,2.1826696033
male,9,12,6.2399189988
male,10,10,3.9667248453
male,12,9,3.0761436016
male,6,15,5.4354483097
male,6,13,4.8045244893
male,7,11,3.6746692798
male,8,12,4.6834020232
male,13,8,3.9808917197
male,9,12,5.5120039196
male,9,12,5.8182263596
male,8,11,3.3352773235
male,13,8,4.3169250935
male,10,11,6.9205039152
male,8,10,4.1433700058
male,8,12,4.9128972222
male,5,13,5.5732484076
male,7,12,15.923566879
male,8,12,8.3442271855
male,7,12,4.0041299741
male,8,12,4.8995590397
male,9,9,1.0484653089
male,12,9,3.8663336846
male,9,12,2.2781854253
male,9,11,0.1534801627
male,10,12,4.6954107464
male,10,12,4.8042520159
male,8,13,4.2747830548
male,10,12,6.4306712396
male,9,12,5.09216538
male,10,12,10.068145448
male,9,12,3.0622243998
male,16,5,4.303666724
male,9,10,3.6396724295
male,7,12,3.3523298693
male,9,11,3.2587764776
male,10,11,8.1188444178
male,11,9,4.4541445815
male,10,11,6.5089032498
male,8,11,6.4306712396
male,5,13,5.124826122
male,8,13,5.4867721081
male,8,13,13.780009799
male,3,13,11.072174449
male,5,13,6.1845448551
male,8,13,6.1244487996
male,8,13,4.8995590397
male,7,13,3.3289686855
male,9,12,5.1935965033
male,10,12,8.8532572609
male,9,13,7.0431161195
male,9,12,7.0431161195
male,12,10,6.4306712396
male,6,12,4.1315200551
male,10,12,3.9196472317
male,9,12,5.1295555665
male,10,12,8.1065431384
male,8,13,10.717785399
male,5,12,6.8648929375
male,8,14,3.9371456569
male,7,12,6.7368936796
male,14,7,6.1639613725
male,8,9,1.9359959731
male,9,12,5.2057814797
male,10,12,11.222323324
male,6,11,1.2962342161
male,7,12,6.1244487996
male,5,12,20.614742184
male,6,11,8.4335342623
male,10,11,8.9082891631
male,8,12,3.2801680001
male,8,12,6.5260519996
male,5,11,7.6555609995
male,9,11,7.621536284
male,8,12,8.1413725396
male,8,11,3.1980385364
male,6,12,6.8593826556
male,7,12,5.4861556861
male,7,12,7.2983014862
male,9,12,1.3673188018
male,6,12,4.9712599037
male,9,12,7.5659710644
male,4,12,6.8593826556
male,3,11,1.6331863466
male,7,12,4.4541445815
male,9,9,2.0486460312
male,7,11,6.4380998163
male,8,11,1.4361728865
male,6,12,12.384996461
male,9,11,7.3187163155
male,5,12,3.9374638101
male,9,12,7.2255911352
male,8,11,5.9184938842
male,7,12,7.0431161195
male,9,12,6.1069503745
male,9,12,8.9082891631
male,8,11,8.1659317328
male,7,12,8.605666168
male,8,12,5.3201708366
male,9,11,9.3805990451
male,8,12,5.9916897868
male,8,12,7.5161162878
male,6,12,4.4096031357
male,7,12,10.044974089
male,6,11,4.0734705969
male,5,12,8.5742283195
male,5,12,4.590577839
male,7,12,9.164642808
male,8,12,6.4050101413
male,9,11,6.3262929361
male,3,11,9.4580814873
male,6,12,6.2309609526
male,5,12,1.070491891
male,9,12,11.942675159
male,9,11,10.176007236
male,6,12,2.3945213352
male,5,11,11.795234725
male,7,11,1.7515923567
male,9,12,3.6746692798
male,6,11,5.118289354
male,8,12,6.6776248202
male,10,11,5.8115207588
male,9,12,4.7120759132
male,5,12,5.601254681
male,7,12,6.6144047036
male,8,11,6.3838192063
male,9,12,11.636452719
male,9,12,5.2057814797
male,8,12,7.5073888511
male,8,10,3.8191099776
male,7,11,4.3074221051
male,8,12,2.5376202198
male,7,11,3.3684468398
male,6,12,4.0829658664
male,8,12,3.5454214735
male,5,12,3.5385704176
male,8,12,5.2470206048
male,5,12,7.9617834395
male,4,13,8.8158155731
male,9,12,5.1886714008
male,9,11,8.2921747783
male,11,7,4.438624914
male,7,13,10.050838544
male,8,12,5.8182263596
male,8,12,5.6036012477
male,5,12,4.3695275868
male,3,12,18.939639628
male,5,12,9.3120274146
male,9,11,9.7991180794
male,7,12,6.7177547771
male,9,12,5.8593211459
male,4,12,3.3011713656
male,6,12,11.548960594
male,13,7,6.8900048996
male,8,12,28.30856334
male,8,12,9.1866731994
male,9,11,8.5304822566
male,9,12,6.9107704357
male,8,12,12.356393698
male,9,11,8.2680058795
male,7,10,4.3126326964
male,7,12,11.022862012
male,8,11,8.0239465948
male,7,12,4.2690527826
male,10,11,7.3984225896
male,8,12,4.9914982399
male,9,12,9.7494603864
male,10,10,4.4637203412
male,3,11,2.3189660503
male,5,12,11.163177425
male,6,12,9.2310532632
male,8,11,5.9883499374
male,8,12,8.5742283195
male,4,12,4.2871141597
male,9,12,7.3737874569
male,6,11,4.5933365997
male,10,11,3.7913254474
male,10,11,5.0045495905
male,9,12,7.8392944635
male,8,12,8.3598726115
male,6,12,5.397819281
male,6,12,9.7292669322
male,9,11,6.1392065076
male,5,11,5.766559199
male,9,11,3.5451354833
male,9,11,4.0087301234
male,8,12,5.116005423
male,9,12,5.4987856848
male,9,12,3.8512812917
male,10,11,5.5120039196
male,8,12,7.0836998164
male,8,12,7.6555609995
male,9,11,6.384750152
male,7,12,7.6555609995
male,8,12,6.0048467692
male,9,11,4.6001415428
male,6,12,4.7784754977
male,7,11,7.6740081344
male,6,12,9.5466817822
male,9,12,13.473787359
male,7,12,6.9715118674
male,8,11,6.2257554715
male,9,12,6.9213620774
male,5,12,3.2364973331
male,9,12,13.167564919
male,9,12,3.8277804998
male,9,12,4.0996895417
male,4,12,9.8896829415
male,11,8,4.8995590397
male,11,9,2.8886289123
male,9,12,11.636452719
male,7,10,2.2747952684
male,10,11,8.8119274465
male,6,11,6.8243858053
male,7,11,3.3736403724
male,8,12,3.9129584139
male,9,12,27.454425653
male,5,12,8.358071303
male,7,11,6.3137174797
male,9,12,7.1266313305
male,8,10,2.7874952961
male,6,12,8.1659317328
male,8,12,4.5116772824
male,5,11,4.7464478197
male,5,11,3.3684468398
male,9,12,4.5933365997
male,6,11,5.6651151396
male,8,11,0.5250970117
male,7,12,5.3674944536
male,7,12,1.7860773894
male,9,12,4.0167556091
male,7,12,8.6395404956
male,8,11,2.9936305732
male,11,10,7.6619673267
male,8,12,4.2389124794
male,10,8,5.8593211459
male,9,12,7.621536284
male,5,12,17.233469821
male,8,11,8.9046262152
male,6,12,7.5661684472
male,10,9,4.0846023257
male,9,11,7.9617834395
male,10,8,3.9662420382
male,12,8,3.4821467435
male,9,9,4.2652411283
male,3,12,1.9337918031
male,8,12,10.499055085
male,3,12,2.9488086813
male,2,11,2.5325752491
male,9,9,8.1178968403
male,8,11,6.4306712396
male,7,10,3.2996835316
male,6,12,4.5333998232
male,9,7,2.3094368207
male,12,8,2.5110240078
male,6,12,2.2419664736
male,7,10,3.6491507431
male,11,9,5.1445369917
male,8,12,4.3203476028
male,8,12,4.8348046337
male,10,11,2.8266686767
male,7,10,2.5905504326
male,8,13,8.7961214279
male,6,12,3.3790062343
male,9,12,6.1244487996
male,8,9,1.9617459539
male,6,12,3.843502877
male,6,12,4.0829658664
male,3,11,2.6539278132
male,7,12,3.6087403692
male,7,12,5.6344928956
male,9,10,5.5120039196
male,8,12,4.8995590397
male,10,7,1.9324717086
male,8,11,5.2057814797
male,9,10,6.4313583505
male,7,12,7.8937340084
male,12,9,4.3342253043
male,9,11,7.0147871714
male,6,11,5.2684319856
male,7,11,7.3493385595
male,8,10,5.0685093514
male,9,11,8.6596857446
male,9,11,9.4054035137
male,8,8,2.6152928058
male,9,11,11.263354114
male,8,11,6.1244487996
male,9,11,7.9216736992
male,8,11,5.9316169305
male,8,11,8.5742283195
male,9,10,3.9398515989
male,6,11,4.9261870779
male,7,11,2.0679956986
male,10,7,3.8663336846
male,7,11,7.9617834395
male,5,11,4.7180938901
male,9,11,1.6703042181
male,8,10,4.4437861058
male,4,11,8.3243993189
male,10,10,11.200781702
male,4,11,4.9761146497
male,10,10,3.2447410859
male,8,10,2.9652824728
male,7,10,4.1467622081
male,9,10,3.9664307742
male,8,11,5.4626301472
male,9,10,7.0890753053
male,5,11,14.623683868
male,3,11,6.3893045881
male,10,10,3.7031550881
male,9,10,7.3891261619
male,12,8,9.4928956394
male,7,11,11.651390399
male,11,8,6.7368936796
male,6,11,11.268985791
male,9,10,4.5512038668
male,8,11,4.2871141597
male,5,11,4.6044048807
male,8,10,3.9808917197
male,7,10,10.846944567
male,6,11,4.5964935321
male,6,11,3.3700670643
male,6,11,10.795638562
male,8,11,3.1222680155
male,8,11,6.7270210273
male,8,11,4.7668133378
male,8,10,4.1340029397
male,9,11,7.0186520679
male,9,11,8.5742283195
male,7,11,4.3649249339
male,9,11,5.7382222987
male,9,10,7.6555609995
male,4,11,4.4402253797
male,9,11,2.1362886422
male,9,10,7.2106717943
male,6,10,5.0729947579
male,6,11,9.4783136184
male,10,9,5.5120039196
male,6,9,3.7913254474
male,9,11,10.593641167
male,7,11,8.062918665
male,6,10,5.1819065098
male,8,11,8.2232974032
male,6,11,4.4232130219
male,6,11,10.166585007
male,4,11,5.2877119617
male,6,11,7.3588926997
male,6,10,8.5304822566
male,6,11,24.880573248
male,5,10,3.8299033167
male,7,11,15.311121999
male,4,11,9.9714050784
male,7,11,13.381920627
male,8,11,7.6555609995
male,7,11,4.7775478185
male,9,10,5.3189367445
male,6,10,2.6305451893
male,8,11,4.1596256337
male,5,11,6.1244487996
male,8,11,4.1010393572
male,9,11,5.4207887248
male,5,11,6.1244487996
male,6,11,7.4235743026
male,6,8,10.070239923
male,7,8,3.8996490316
male,8,12,6.1433514194
male,10,10,5.2018911764
male,6,9,5.5120039196
male,9,10,8.1659317328
male,9,11,4.5933365997
male,9,11,7.9795950356
male,5,11,7.4703153259
male,7,11,7.0431161195
male,5,10,6.1132523667
male,7,10,6.8243858053
male,7,9,3.2663726931
male,6,10,7.7424150141
male,4,11,10.564674179
male,7,10,4.5166060055
male,5,10,1.5923566879
male,8,11,8.6752048946
male,7,11,5.4765164593
male,8,10,4.8995590397
male,7,11,5.8976173626
male,5,11,7.8392944635
male,10,9,5.9319457524
male,8,11,6.1426222382
male,7,11,5.8197807883
male,10,9,2.8155619236
male,9,10,4.2564919157
male,3,11,5.5120039196
male,9,11,5.5608358277
male,8,11,10.441683199
male,6,10,7.6555609995
male,9,11,3.0819806863
male,9,11,4.5933365997
male,8,11,3.7349518125
male,5,11,7.3493385595
male,7,10,3.1453959267
male,4,11,8.3292503675
male,8,11,5.5386319579
male,6,11,6.4106379959
male,5,11,10.411562959
male,7,11,1.6147842469
male,7,11,5.0270249136
male,9,10,6.5357923757
male,7,11,5.0674753838
male,9,11,3.060385226
male,4,11,7.0251030348
male,7,11,8.8804507594
male,8,11,2.0061186619
male,4,11,12.248897599
male,8,11,4.7315741583
male,6,11,11.231422505
male,8,11,5.0955414013
male,2,11,1.7296474546
male,6,11,4.8995590397
male,7,10,6.1244487996
male,7,10,3.6746692798
male,9,10,3.2449772388
male,7,10,2.5275502983
male,9,11,7.4504762461
male,9,11,3.6746692798
male,7,11,3.3036445807
male,6,9,2.8478686918
male,12,8,4.7770700637
male,4,10,4.5951776164
male,6,11,4.7629784116
male,8,11,6.7368936796
male,8,9,0.3538570418
male,5,11,1.9730210813
male,9,11,4.8621578256
male,8,11,5.9806823959
male,6,9,1.3269639066
male,14,5,4.8862930856
male,10,7,3.2663726931
male,7,10,2.3371184265
male,7,10,4.2356952629
male,7,10,7.0458260526
male,5,10,0.3990868892
male,9,9,5.4662019527
male,7,11,1.42620393
male,9,9,2.8697417232
male,8,11,22.11606511
male,6,11,2.9973772949
male,8,11,4.8580373529
male,9,9,3.3406084361
male,9,11,7.6555609995
male,8,11,4.5933365997
male,9,10,4.0829658664
male,7,10,4.2871141597
male,5,9,2.9875359998
male,9,11,4.6545810877
male,11,8,5.5120039196
male,14,6,6.4306712396
male,8,10,7.7090963911
male,8,10,3.3273124822
male,5,12,4.4096031357
male,5,12,6.4500524067
male,8,10,3.5168613966
male,9,11,6.6438464983
male,10,9,3.814027995
male,10,10,4.0280959694
male,9,8,2.1254093538
male,7,8,1.0669056535
male,9,10,10.698497243
male,9,10,5.552042689
male,6,11,3.6746692798
male,6,10,4.6960219688
male,9,10,6.1396837469
male,5,10,2.7560019598
male,8,11,3.4286769263
male,9,8,3.6293029924
male,7,10,6.8900048996
male,9,9,2.9869834832
male,6,11,7.279344859
male,9,11,10.411562959
male,9,10,8.5687355403
male,9,10,6.3666586391
male,8,10,5.5120039196
male,3,9,3.4020677011
male,7,11,4.2255275238
male,6,9,3.9808917197
male,9,10,6.572354453
male,3,11,5.8657976596
male,8,8,5.002167606
male,9,10,6.1146496815
male,4,10,8.9082891631
male,7,10,5.6533373535
male,9,10,9.1866731994
male,6,10,1.4421343589
male,7,10,4.7662377053
male,8,10,3.5605491158
male,9,10,4.2274956316
male,7,10,7.0458260526
male,7,10,2.1231422505
male,8,10,7.5467141607
male,6,10,4.2871141597
male,9,10,4.5919123093
male,10,9,6.9358549019
male,9,10,3.6746692798
male,4,11,5.6200824279
male,9,10,5.814414462
male,9,9,7.7205172747
male,6,10,10.474168436
male,6,10,8.1774150743
male,6,11,3.6559209671
male,4,10,4.5933365997
male,9,10,5.3078556263
male,6,10,4.5933365997
male,9,9,8.8875722115
male,9,10,5.0955414013
male,9,9,7.6331345891
male,4,8,2.5332947307
male,3,11,3.8996490316
male,7,11,6.5841265297
male,4,8,1.516530179
male,8,8,4.2819675641
male,9,9,3.5934706638
male,6,8,4.342790967
male,4,10,5.790387956
male,6,8,2.0769869842
male,9,10,6.1244487996
male,4,10,2.8562451801
male,5,8,5.5120039196
male,6,9,4.2871141597
male,5,9,7.1451902662
male,6,9,4.5387839085
male,10,8,2.9091131798
male,7,7,4.1539739684
